tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	2633	0	live	GBP1		guanylate binding protein 1	guanylate-binding protein 1|GBP-1|GTP-binding protein 1|guanine nucleotide-binding protein 1|guanylate binding protein 1, interferon-inducible, 67kDa|huGBP-1|interferon-induced guanylate-binding protein 1	1p22.2	1	NC_000001.11	89052319	89065208	minus	11	600411	
9606	Homo sapiens	2638	0	live	GC	DBP, DBP-maf, DBP/GC, GRD3, Gc-MAF, GcMAF, HEL-S-51, VDB, VDBG, VDBP	GC vitamin D binding protein	vitamin D-binding protein|epididymis secretory protein Li 51|gc protein-derived macrophage activating factor|gc-globulin|group-specific component (vitamin D binding protein)|vitamin D-binding alpha-globulin|vitamin D-binding protein-macrophage activating factor	4q13.3	4	NC_000004.12	71741693	71805520	minus	15	139200	
9606	Homo sapiens	2641	0	live	GCG	GLP-1, GLP1, GLP2, GRPP	glucagon	pro-glucagon|glicentin-related polypeptide|glucagon-like peptide 1|glucagon-like peptide 2|preproglucagon	2q24.2	2	NC_000002.12	162142882	162152247	minus	6	138030	
9606	Homo sapiens	2652	0	live	OPN1MW	CBBM, CBD, COD5, GCP, GOP1, OPN1MW	opsin 1, medium wave sensitive	medium-wave-sensitive opsin 1|cone dystrophy 5 (X-linked)|green cone photoreceptor pigment|green cone pigment|green-sensitive opsin|opsin 1 (cone pigments), medium-wave-sensitive|photopigment apoprotein	Xq28	X	NC_000023.11	154182596	154196861	plus	6	300821	
9606	Homo sapiens	2670	0	live	GFAP	ALXDRD	glial fibrillary acidic protein	glial fibrillary acidic protein	17q21.31	17	NC_000017.11	44903159	44915552	minus	10	137780	
9606	Homo sapiens	2673	0	live	GFPT1	CMS12, CMSTA1, GFA, GFAT, GFAT 1, GFAT1, GFAT1m, GFPTL, MSLG, GFPT1	glutamine--fructose-6-phosphate transaminase 1	glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1|D-fructose-6-phosphate amidotransferase 1|glucosamine--fructose-6-phosphate aminotransferase [isomerizing] 1|glutamine:fructose-6-phosphate amidotransferase 1|hexosephosphate aminotransferase 1	2p13.3	2	NC_000002.12	69319780	69387227	minus	21	138292	
9606	Homo sapiens	2678	0	live	GGT1	CD224, D22S672, D22S732, GGT, GGT 1, GGTD, GTG	gamma-glutamyltransferase 1	glutathione hydrolase 1 proenzyme|gamma-glutamyltranspeptidase 1|leukotriene-C4 hydrolase|testicular tissue protein Li 73	22q11.23	22	NC_000022.11	24583750	24628996	plus	18	612346	
9606	Homo sapiens	2688	0	live	GH1	GH, GH-N, GHB5, GHN, IGHD1A, IGHD1B, IGHD2, hGH-N	growth hormone 1	somatotropin|growth hormone B5|pituitary growth hormone	17q23.3	17	NC_000017.11	63917203	63918839	minus	5	139250	
9606	Homo sapiens	2689	0	live	GH2	GH-V, GHB2, GHL, GHV, hGH-V	growth hormone 2	growth hormone variant|growth hormone B2|placenta-specific growth hormone|placental-specific growth hormone	17q23.3	17	NC_000017.11	63880215	63881944	minus	5	139240	
9606	Homo sapiens	2710	0	live	GK	GK1D, GK	glycerol kinase	glycerol kinase|ATP:glycerol 3-phosphotransferase|glycerokinase	Xp21.2	X	NC_000023.11	30653348	30731462	plus	24	300474	
9606	Homo sapiens	2717	0	live	GLA	GALA	galactosidase alpha	alpha-galactosidase A|agalsidase alfa|alpha-D-galactosidase A|alpha-D-galactoside galactohydrolase 1|alpha-gal A|galactosylgalactosylglucosylceramidase GLA|melibiase	Xq22.1	X	NC_000023.11	101397803	101407925	minus	8	300644	
9606	Homo sapiens	2740	0	live	GLP1R	GLP-1, GLP-1-R, GLP-1R	glucagon like peptide 1 receptor	glucagon-like peptide 1 receptor|GLP-1 receptor|GLP1 receptor|seven transmembrane helix receptor	6p21.2	6	NC_000006.12	39048781	39091303	plus	14	138032	
9606	Homo sapiens	2744	0	live	GLS	AAD20, CASGID, DEE71, EIEE71, GAC, GAM, GDPAG1, KGA, GLS	glutaminase	glutaminase kidney isoform, mitochondrial|K-glutaminase|L-glutamine amidohydrolase|glutaminase C|glutaminase, phosphate-activated	2q32.2	2	NC_000002.12	190880821	190965552	plus	20	138280	
9606	Homo sapiens	2752	0	live	GLUL	GLNS, GS, PIG43, PIG59	glutamate-ammonia ligase	glutamine synthetase|cell proliferation-inducing protein 59|glutamate decarboxylase|glutamine synthase|palmitoyltransferase GLUL|proliferation-inducing protein 43	1q25.3	1	NC_000001.11	182378098	182391790	minus	9	138290	
9606	Homo sapiens	2770	0	live	GNAI1	Gi	G protein subunit alpha i1	guanine nucleotide-binding protein G(i) subunit alpha-1|Gi1 protein alpha subunit|adenylate cyclase-inhibiting G alpha protein|guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1	7q21.11	7	NC_000007.14	80134831	80226181	plus	9	139310	
9606	Homo sapiens	2774	0	live	GNAL	DYT25	G protein subunit alpha L	guanine nucleotide-binding protein G(olf) subunit alpha|adenylate cyclase-stimulating G alpha protein, olfactory type|guanine nucleotide binding protein (G protein), alpha activating activity polypeptide, olfactory type|guanine nucleotide binding protein (G protein), alpha stimulating activity polypeptide, olfactory type	18p11.21	18	NC_000018.10	11689015	11885685	plus	17	139312	
9606	Homo sapiens	2796	0	live	GNRH1	GNRH, GRH, LHRH, LNRH	gonadotropin releasing hormone 1	progonadoliberin-1|GnRH-associated peptide 1|gonadotropin-releasing hormone 1 (luteinizing-releasing hormone)|leuteinizing-releasing hormone|luliberin I|prolactin release-inhibiting factor	8p21.2	8	NC_000008.11	25419258	25425040	minus	3	152760	
9606	Homo sapiens	2797	0	live	GNRH2	GnRH-II, LH-RHII	gonadotropin releasing hormone 2	progonadoliberin-2|GnRH-associated peptide 2|GnRH-associated peptide II|Gonadoliberin II|Gonadoliberin-2|luliberin II|luteinizing hormone-releasing hormone II|progonadoliberin II	20p13	20	NC_000020.11	3039061	3045896	plus	5	602352	
9606	Homo sapiens	2802	0	live	GOLGA3	GCP170, MEA-2	golgin A3	golgin subfamily A member 3|Golgi membrane associated protein|Golgi peripheral membrane protein|SY2/SY10 protein|golgi autoantigen, golgin subfamily a, 3|golgi complex-associated protein of 170 kDa|golgin-160|golgin-165|male enhanced antigen-2	12q24.33	12	NC_000012.12	132768913	132829131	minus	30	602581	
9606	Homo sapiens	2804	0	live	GOLGB1	GCP, GCP372, GOLIM1	golgin B1	golgin subfamily B member 1|372 kDa Golgi complex-associated protein|giantin|golgi autoantigen, golgin subfamily b, macrogolgin (with transmembrane signal), 1|golgi integral membrane protein 1|golgin B1, golgi integral membrane protein	3q13.33	3	NC_000003.12	121663201	121751169	minus	27	602500	
9606	Homo sapiens	2813	0	live	GP2	ZAP75	glycoprotein 2	pancreatic secretory granule membrane major glycoprotein GP2|glycoprotein 2 (zymogen granule membrane)|pancreatic zymogen granule membrane associated protein GP2	16p12.3	16	NC_000016.10	20309574	20327513	minus	12	602977	
9606	Homo sapiens	2814	0	live	GP5	CD42d, GPV	glycoprotein V platelet	platelet glycoprotein V|glycoprotein 5	3q29	3	NC_000003.12	194394821	194399266	minus	2	173511	
9606	Homo sapiens	2822	0	live	GPLD1	GPIPLD, GPIPLDM, PIGPLD, PIGPLD1, PLD	glycosylphosphatidylinositol specific phospholipase D1	phosphatidylinositol-glycan-specific phospholipase D|GPI-PLD|GPI-specific phospholipase D|PI-G PLD|glycoprotein phospholipase D	6p22.3	6	NC_000006.12	24423969	24495232	minus	26	602515	
9606	Homo sapiens	2826	0	live	CCR10	GPR2	C-C motif chemokine receptor 10	C-C chemokine receptor type 10|C-C CKR-10|CC chemokine receptor 10|CC-CKR-10|CCR-10|G-protein coupled receptor 2|chemokine (C-C motif) receptor 10	17q21.2	17	NC_000017.11	42678889	42681843	minus	2	600240	
9606	Homo sapiens	2828	0	live	GPR4	GPR6C.l	G protein-coupled receptor 4	G-protein coupled receptor 4|G-protein coupled receptor 19|G-protein coupled receptor 6C.l	19q13.32	19	NC_000019.10	45589764	45602212	minus	4	600551	
9606	Homo sapiens	2829	0	live	XCR1	CCXCR1, GPR5	X-C motif chemokine receptor 1	chemokine XC receptor 1|G protein-coupled receptor 5|XC chemokine receptor 1|chemokine (C motif) XC receptor 1|chemokine (C motif) receptor 1|lymphotactin receptor	3p21.31	3	NC_000003.12	46016990	46086773	minus	10	600552	
9606	Homo sapiens	2833	0	live	CXCR3	CD182, CD183, CKR-L2, CMKAR3, GPR9, IP10-R, Mig-R, MigR	C-X-C motif chemokine receptor 3	C-X-C chemokine receptor type 3|G protein-coupled receptor 9|IP-10 receptor|Mig receptor|chemokine (C-X-C motif) receptor 3|chemokine receptor 3|interferon-inducible protein 10 receptor	Xq13.1	X	NC_000023.11	71615913	71618515	minus	4	300574	
9606	Homo sapiens	2852	0	live	GPER1	CEPR, CMKRL2, DRY12, FEG-1, GPCR-Br, GPER, GPR30, LERGU, LERGU2, LyGPR, mER	G protein-coupled estrogen receptor 1	G-protein coupled estrogen receptor 1|G protein-coupled receptor 30|IL8-related receptor DRY12|chemoattractant receptor-like 2|chemokine receptor-like 2|constitutively expressed peptide-like receptor|flow-induced endothelial G-protein coupled receptor 1|heptahelix receptor|lymphocyte-derived G-protein coupled receptor|membrane estrogen receptor	7p22.3	7	NC_000007.14	1087118	1093810	plus	3	601805	
9606	Homo sapiens	2862	0	live	MLNR	GPR38, MTLR1	motilin receptor	motilin receptor|G protein-coupled receptor 38	13q14.2	13	NC_000013.11	49220338	49222377	plus	2	602885	
9606	Homo sapiens	2870	0	live	GRK6	GPRK6	G protein-coupled receptor kinase 6	G protein-coupled receptor kinase 6	5q35.3	5	NC_000005.10	177426496	177442891	plus	18	600869	
9606	Homo sapiens	2875	0	live	GPT	AAT1, ALT11, GPT	glutamic--pyruvic transaminase	alanine aminotransferase 1|alanine aminotransferase|alanine transaminase|glutamate pyruvate transaminase 1|glutamic--pyruvic transaminase 1|glutamic-alanine transaminase 1|glutamic-pyruvate transaminase (alanine aminotransferase)	8q24.3	8	NC_000008.11	144503068	144507172	plus	12	138200	
9606	Homo sapiens	2876	0	live	GPX1	GPXD, GSHPX1	glutathione peroxidase 1	glutathione peroxidase 1|GSHPx-1|cellular glutathione peroxidase|selenoprotein GPX1	3p21.31	3	NC_000003.12	49357176	49358353	minus	2	138320	
9606	Homo sapiens	2889	0	live	RAPGEF1	C3G, GRF2	Rap guanine nucleotide exchange factor 1	rap guanine nucleotide exchange factor 1|CRK SH3-binding GNRP|Rap guanine nucleotide exchange factor (GEF) 1|guanine nucleotide-releasing factor 2 (specific for crk proto-oncogene)	9q34.13	9	NC_000009.12	131576770	131740076	minus	37	600303	
9606	Homo sapiens	2896	0	live	GRN	CLN11, GEP, GP88, PCDGF, PEPI, PGRN	granulin precursor	progranulin|PC cell-derived growth factor|acrogranin|epithelin|glycoprotein 88|glycoprotein of 88 Kda|granulin-epithelin|granulins|proepithelin	17q21.31	17	NC_000017.11	44345302	44353106	plus	14	138945	
9606	Homo sapiens	2908	0	live	NR3C1	GCCR, GCR, GCRST, GR, GRL	nuclear receptor subfamily 3 group C member 1	glucocorticoid receptor|glucocorticoid nuclear receptor variant 1|nuclear receptor subfamily 3 group C member 1 variant hGR-B(54)|nuclear receptor subfamily 3 group C member 1 variant hGR-B(77)|nuclear receptor subfamily 3 group C member 1 variant hGR-B(93)|nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	5q31.3	5	NC_000005.10	143277931	143435512	minus	16	138040	
9606	Homo sapiens	2919	0	live	CXCL1	FSP, GRO1, GROa, MGSA, MGSA-a, NAP-3, SCYB1	C-X-C motif chemokine ligand 1	growth-regulated alpha protein|C-X-C motif chemokine 1|GRO-alpha(1-73)|GRO1 oncogene (melanoma growth stimulating activity, alpha)|GRO1 oncogene (melanoma growth-stimulating activity)|MGSA alpha|chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)|fibroblast secretory protein|melanoma growth stimulating activity, alpha|melanoma growth stimulatory activity alpha|neutrophil-activating protein 3	4q13.3	4	NC_000004.12	73869393	73871308	plus	4	155730	
9606	Homo sapiens	2920	0	live	CXCL2	CINC-2a, GRO2, GROb, MGSA-b, MIP-2a, MIP2, MIP2A, SCYB2	C-X-C motif chemokine ligand 2	C-X-C motif chemokine 2|GRO2 oncogene|MGSA beta|MIP2-alpha|chemokine (C-X-C motif) ligand 2|gro-beta|growth-regulated protein beta|macrophage inflammatory protein 2-alpha|melanoma growth stimulatory activity beta	4q13.3	4	NC_000004.12	74097040	74099195	minus	4	139110	
9606	Homo sapiens	2921	0	live	CXCL3	CINC-2b, GRO3, GROg, MIP-2b, MIP2B, SCYB3	C-X-C motif chemokine ligand 3	C-X-C motif chemokine 3|GRO-gamma|GRO-gamma(1-73)|GRO3 oncogene|MGSA gamma|MIP2-beta|chemokine (C-X-C motif) ligand 3|growth-regulated protein gamma|macrophage inflammatory protein 2-beta|melanoma growth stimulatory activity gamma	4q13.3	4	NC_000004.12	74036589	74038689	minus	4	139111	
9606	Homo sapiens	2925	0	live	GRPR	BB2, BB2R, BRS2	gastrin releasing peptide receptor	gastrin-releasing peptide receptor|GRP-R|GRP-preferring bombesin receptor|bombesin receptor 2	Xp22.2	X	NC_000023.11	16123565	16153518	plus	3	305670	
9606	Homo sapiens	2931	0	live	GSK3A		glycogen synthase kinase 3 alpha	glycogen synthase kinase-3 alpha|GSK-3 alpha|serine/threonine-protein kinase GSK3A	19q13.2	19	NC_000019.10	42230186	42243330	minus	12	606784	
9606	Homo sapiens	2932	0	live	GSK3B		glycogen synthase kinase 3 beta	glycogen synthase kinase-3 beta|GSK-3 beta|serine/threonine-protein kinase GSK3B	3q13.33	3	NC_000003.12	119821321	120095823	minus	13	605004	
9606	Homo sapiens	2934	0	live	GSN	ADF, AGEL	gelsolin	gelsolin|actin-depolymerizing factor|brevin|epididymis secretory sperm binding protein	9q33.2	9	NC_000009.12	121201483	121332844	plus	42	137350	
9606	Homo sapiens	2936	0	live	GSR	GRD, HEL-75, HEL-S-122m, GSR	glutathione-disulfide reductase	glutathione reductase, mitochondrial|GRase|epididymis luminal protein 75|epididymis secretory sperm binding protein Li 122m|glutathione S-reductase	8p12	8	NC_000008.11	30678066	30727846	minus	13	138300	
9606	Homo sapiens	2937	0	live	GSS	GSHS, HEL-S-64p, HEL-S-88n	glutathione synthetase	glutathione synthetase|GSH synthetase|GSH-S|glutathione synthase	20q11.22	20	NC_000020.11	34928432	34956027	minus	15	601002	
9606	Homo sapiens	2952	0	live	GSTT1		glutathione S-transferase theta 1	glutathione S-transferase theta-1|GST class-theta-1|glutathione transferase T1-1	22q11.23	22						600436	
9606	Homo sapiens	2959	0	live	GTF2B	TF2B, TFIIB	general transcription factor IIB	transcription initiation factor IIB|RNA polymerase II transcription factor IIB|S300-II|general transcription factor TFIIB	1p22.2	1	NC_000001.11	88852633	88891944	minus	9	189963	
9606	Homo sapiens	2960	0	live	GTF2E1	FE, TF2E1, TFIIE-A	general transcription factor IIE subunit 1	general transcription factor IIE subunit 1|TFIIE alpha subunit|TFIIE-alpha|general transcription factor IIE 56 kDa subunit|general transcription factor IIE, polypeptide 1, alpha 56kDa|transcription initiation factor IIE subunit alpha	3q13.33	3	NC_000003.12	120742744	120783069	plus	5	189962	
9606	Homo sapiens	2963	0	live	GTF2F2	BTF4, RAP30, TF2F2, TFIIF	general transcription factor IIF subunit 2	general transcription factor IIF subunit 2|ATP-dependent helicase GTF2F2|TFIIF-beta|general transcription factor IIF 30 kDa subunit|general transcription factor IIF, polypeptide 2, 30kDa|transcription initiation factor IIF subunit beta|transcription initiation factor RAP30	13q14.12-q14.13	13	NC_000013.11	45119830	45284893	plus	12	189969	
9606	Homo sapiens	2973	0	live	GTS		Gilles de la Tourette syndrome		11q23	11						137580	
9606	Homo sapiens	2987	0	live	GUK1	GMK	guanylate kinase 1	guanylate kinase|ATP:GMP phosphotransferase|GMP kinase	1q42.13	1	NC_000001.11	228140084	228148955	plus	12	139270	
9606	Homo sapiens	2990	0	live	GUSB	BG, MPS7	glucuronidase beta	beta-glucuronidase|beta-D-glucuronidase|beta-G1	7q11.21	7	NC_000007.14	65960684	65982230	minus	12	611499	
9606	Homo sapiens	2993	0	live	GYPA	CD235a, GPA, GPErik, GPSAT, HGpMiV, HGpMiXI, HGpSta(C), MN, MNS, PAS-2	glycophorin A (MNS blood group)	glycophorin-A|MN sialoglycoprotein|Mi.V glycoprotein (24 AA)|erythroid-lineage-specific membrane sialoglycoprotein|glycophorin A (MN blood group)|glycophorin A, GPA|glycophorin Erik|glycophorin MiI|glycophorin MiV|glycophorin SAT|glycophorin Sta type C|recombinant glycophorin A-B Miltenberger-DR|sialoglycoprotein alpha	4q31.21	4	NC_000004.12	144109303	144140854	minus	8	617922	
9606	Homo sapiens	3001	0	live	GZMA	CTLA3, HFSP	granzyme A	granzyme A|CTL tryptase|Cytotoxic T-lymphocyte-associated serine esterase-3|Granzyme A (Cytotoxic T-lymphocyte-associated serine esterase-3; Hanukah factor serine protease)|HF|Hanukah factor serine protease)|cytotoxic T-lymphocyte proteinase 1|fragmentin-1|granzyme 1|granzyme A (granzyme 1, cytotoxic T-lymphocyte-associated serine esterase 3)|h factor	5q11.2	5	NC_000005.10	55102646	55110252	plus	5	140050	
9606	Homo sapiens	3002	0	live	GZMB	C11, CCPI, CGL-1, CGL1, CSP-B, CSPB, CTLA1, CTSGL1, HLP, SECT	granzyme B	granzyme B|T-cell serine protease 1-3E|cathepsin G-like 1|cytotoxic T-lymphocyte proteinase 2|cytotoxic serine protease B|fragmentin 2|granzyme B (granzyme 2, cytotoxic T-lymphocyte-associated serine esterase 1)|human lymphocyte protein	14q12	14	NC_000014.9	24630954	24634190	minus	5	123910	
9606	Homo sapiens	3034	0	live	HAL	HIS, HSTD	histidine ammonia-lyase	histidine ammonia-lyase|histidase	12q23.1	12	NC_000012.12	95972662	95996344	minus	22	609457	
9606	Homo sapiens	3036	0	live	HAS1	HAS	hyaluronan synthase 1	hyaluronan synthase 1|HA synthase 1|hyaluronate synthase 1|hyaluronic acid synthase 1	19q13.41	19	NC_000019.10	51713112	51723991	minus	5	601463	
9606	Homo sapiens	3038	0	live	HAS3		hyaluronan synthase 3	hyaluronan synthase 3|HA synthase 3|hyaluronate synthase 3|hyaluronic acid synthase 3	16q22.1	16	NC_000016.10	69105653	69118719	plus	8	602428	
9606	Homo sapiens	3039	0	live	HBA1	ECYT7, HBA-T3, HBH, METHBA	hemoglobin subunit alpha 1	hemoglobin subunit alpha|alpha globin chain|alpha one globin|alpha-2 globin chain|delta globin|hemoglobin alpha 1 globin chain|hemoglobin, alpha 1	16p13.3	16	NC_000016.10	176680	177522	plus	3	141800	
9606	Homo sapiens	3043	0	live	HBB	CD113t-C, ECYT6, beta-globin	hemoglobin subunit beta	hemoglobin subunit beta|beta globin chain|hemoglobin beta subunit|hemoglobin, beta	11p15.4	11	NC_000011.10	5225464	5227071	minus	3	141900	
9606	Homo sapiens	3047	0	live	HBG1	HBG-T2, HBGA, HBGR, HSGGL1, PRO2979	hemoglobin subunit gamma 1	hemoglobin subunit gamma-1|A-gamma globin|gamma A hemoglobin|gamma globin|gamma-1-globin|hb F Agamma|hemoglobin gamma-1 chain|hemoglobin gamma-a chain|hemoglobin, gamma A|hemoglobin, gamma, regulator of	11p15.4	11	NC_000011.10	5248269	5249857	minus	3	142200	
9606	Homo sapiens	3048	0	live	HBG2	HBG-T1, TNCY	hemoglobin subunit gamma 2	hemoglobin subunit gamma-2|G-gamma globin Paulinia|abnormal hemoglobin|gamma globin|gamma-2-globin|gamma-globin chain|hb F Ggamma|hemoglobin gamma-2 chain|hemoglobin gamma-G chain|hemoglobin, gamma G|methemoglobin	11p15.4	11	NC_000011.10	5253188	5254781	minus	3	142250	
9606	Homo sapiens	3055	0	live	HCK	JTK9, p59Hck, p61Hck	HCK proto-oncogene, Src family tyrosine kinase	tyrosine-protein kinase HCK|hematopoietic cell kinase|hemopoietic cell kinase|p59-HCK/p60-HCK	20q11.21	20	NC_000020.11	32052242	32101856	plus	15	142370	
9606	Homo sapiens	3060	0	live	HCRT	NRCLP1, OX, PPOX	hypocretin neuropeptide precursor	orexin|hypocretin (orexin) neuropeptide|prepro-orexin	17q21.2	17	NC_000017.11	42184060	42185452	minus	2	602358	
9606	Homo sapiens	3066	0	live	HDAC2	HD2, KDAC2, RPD3, YAF1	histone deacetylase 2	histone deacetylase 2|YY1-associated factor 1|transcriptional regulator homolog RPD3	6q21	6	NC_000006.12	113933028	113971148	minus	17	605164	
9606	Homo sapiens	3073	0	live	HEXA	TSD	hexosaminidase subunit alpha	beta-hexosaminidase subunit alpha|N-acetyl-beta-glucosaminidase subunit alpha|beta-N-acetylhexosaminidase subunit alpha|hexosaminidase A (alpha polypeptide)|hexosaminidase subunit A	15q23	15	NC_000015.10	72340924	72376014	minus	14	606869	
9606	Homo sapiens	3075	0	live	CFH	AHUS1, AMBP1, ARMD4, ARMS1L3, FH, FHL1, HF, HF1, HF2, HUS, CFH	complement factor H	complement factor H|H factor 1 (complement)|H factor 2 (complement)|adrenomedullin binding protein|age-related maculopathy susceptibility 1|beta-1-H-globulin|beta-1H|factor H|factor H-like 1	1q31.3	1	NC_000001.11	196652033	196747504	plus	25	134370	
9606	Homo sapiens	3077	0	live	HFE	HFE1, HH, HLA-H, MVCD7, TFQTL2	homeostatic iron regulator	hereditary hemochromatosis protein|MHC class I-like protein HFE|hereditary hemochromatosis protein HLA-H|high Fe	6p22.2	6	NC_000006.12	26087347	26098343	plus	7	613609	
9606	Homo sapiens	3078	0	live	CFHR1	CFHL, CFHL1, CFHL1PP, FHR-1, FHR1, H36, H36-1, H36-2, HFL1, HFL2, CFHR1	complement factor H related 1	complement factor H-related protein 1|H factor (complement)-like 1|H factor (complement)-like 2|H-factor-like 1|complement factor H-related 1 pseudogene|h factor-like protein 1	1q31.3	1	NC_000001.11	196819731	196832189	plus	6	134371	
9606	Homo sapiens	3082	0	live	HGF	DFNB39, F-TCFB, HPTA, SF, HGF	hepatocyte growth factor	hepatocyte growth factor|fibroblast-derived tumor cytotoxic factor|hepatocyte growth factor (hepapoietin A; scatter factor)|hepatopoietin-A|lung fibroblast-derived mitogen	7q21.11	7	NC_000007.14	81699006	81770438	minus	20	142409	
9606	Homo sapiens	3083	0	live	HGFAC	HGFA	HGF activator	hepatocyte growth factor activator	4p16.3	4	NC_000004.12	3441968	3449486	plus	15	604552	
9606	Homo sapiens	3087	0	live	HHEX	HEX, HMPH, HOX11L-PEN, PRH, PRHX	hematopoietically expressed homeobox	hematopoietically-expressed homeobox protein HHEX|homeobox protein HEX|homeobox protein PRH|homeobox, hematopoietically expressed|proline-rich homeodomain-containing transcription factor	10q23.33	10	NC_000010.11	92689955	92695647	plus	4	604420	
9606	Homo sapiens	3091	0	live	HIF1A	HIF-1-alpha, HIF-1A, HIF-1alpha, HIF1, HIF1-ALPHA, MOP1, PASD8, bHLHe78	hypoxia inducible factor 1 subunit alpha	hypoxia-inducible factor 1-alpha|ARNT interacting protein|PAS domain-containing protein 8|basic-helix-loop-helix-PAS protein MOP1|class E basic helix-loop-helix protein 78|hypoxia inducible factor 1 alpha subunit|hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)|hypoxia-inducible factor1alpha|member of PAS protein 1|member of PAS superfamily 1	14q23.2	14	NC_000014.9	61695513	61748258	plus	16	603348	
9606	Homo sapiens	3094	0	live	HINT1	HINT, NMAN, PKCI-1, PRKCNH1	histidine triad nucleotide binding protein 1	histidine triad nucleotide-binding protein 1|adenosine 5'-monophosphoramidase|epididymis secretory sperm binding protein|protein kinase C inhibitor 1|protein kinase C-interacting protein 1	5q23.3	5	NC_000005.10	131159027	131165256	minus	5	601314	
9606	Homo sapiens	3098	0	live	HK1	HK-ta, HK1-tb, HK1-tc, HKD, HKI, HMSNR, HXK1, NEDVIBA, RP79, hexokinase, HK1	hexokinase 1	hexokinase-1|brain form hexokinase|glycolytic enzyme|hexokinase IR|hexokinase type I|hexokinase-A	10q22.1	10	NC_000010.11	69269991	69401882	plus	29	142600	
9606	Homo sapiens	3099	0	live	HK2	HKII, HXK2	hexokinase 2	hexokinase-2|hexokinase type II|hexokinase-2, muscle|hexokinase-B|muscle form hexokinase	2p12	2	NC_000002.12	74834126	74893359	plus	19	601125	
9606	Homo sapiens	3105	0	live	HLA-A	HLAA	major histocompatibility complex, class I, A	HLA class I histocompatibility antigen, A alpha chain|HLA class I histocompatibility antigen, A-1 alpha chain|MHC class I antigen HLA-A heavy chain|leukocyte antigen class I-A	6p22.1	6	NC_000006.12	29942532	29945870	plus	8	142800	
9606	Homo sapiens	3106	0	live	HLA-B	AS, B-4901, HLAB	major histocompatibility complex, class I, B	major histocompatibility complex, class I, B|HLA class I antigen HLA-B|HLA class I histocompatibility antigen, B alpha chain|MHC HLA-B cell surface glycoprotein|MHC HLA-B transmembrane glycoprotein|MHC class 1 antigen|MHC class I antigen HLA-B alpha chain|MHC class I antigen HLA-B heavy chain|MHC class I antigen SHCHA|MHC class I molecule|leukocyte antigen class I-B	6p21.33	6	NC_000006.12	31353875	31357179	minus	8	142830	
9606	Homo sapiens	3107	0	live	HLA-C	D6S204, HLA-JY3, HLAC, HLC-C, MHC, PSORS1	major histocompatibility complex, class I, C	HLA class I histocompatibility antigen, C alpha chain|HLA-C antigen|MHC class I antigen heavy chain HLA-C|human leukocyte antigen-C alpha chain|major histocompatibility antigen HLA-C	6p21.33	6	NC_000006.12	31268749	31272092	minus	8	142840	
9606	Homo sapiens	3108	0	live	HLA-DMA	D6S222E, DMA, HLADM, RING6	major histocompatibility complex, class II, DM alpha	HLA class II histocompatibility antigen, DM alpha chain|MHC class II antigen DMA|class II histocompatibility antigen, M alpha chain|really interesting new gene 6 protein	6p21.32	6	NC_000006.12	32948618	32953097	minus	5	142855	
9606	Homo sapiens	3113	0	live	HLA-DPA1	DP(W3), DP(W4), DPA1, HLA-DP1A, HLA-DPA, HLA-DPB1, HLADP, HLASB, PLT1	major histocompatibility complex, class II, DP alpha 1	HLA class II histocompatibility antigen, DP alpha 1 chain|HLA DPA1|HLA-DPA1*01:03:01:New|HLA-DPA1*02:01:01:NEW|HLA-SB alpha chain|MHC class II DP alpha chain|MHC class II DP3-alpha|MHC class II HLA-DPA1 antigen|MHC class II antigen DP alpha chain|MHC class II protein	6p21.32	6	NC_000006.12	33064569	33080748	minus	6	142880	
9606	Homo sapiens	3115	0	live	HLA-DPB1	DPB1, HLA-DP, HLA-DP1B, HLA-DPB	major histocompatibility complex, class II, DP beta 1	HLA class II histocompatibility antigen, DP beta 1 chain|HLA class II histocompatibility antigen, DP(W4) beta chain|HLA-DP histocompatibility type, beta-1 subunit|MHC HLA DPB1|MHC class II HLA-DP-beta-1|MHC class II antigen DPB1	6p21.32	6	NC_000006.12	33075990	33089696	plus	6	142858	
9606	Homo sapiens	3117	0	live	HLA-DQA1	CELIAC1, DQ-A1, DQA1, HLA-DQA	major histocompatibility complex, class II, DQ alpha 1	HLA class II histocompatibility antigen, DQ alpha 1 chain|DC-1 alpha chain|DC-alpha|HLA class II histocompatibility antigen DQ alpha chain|HLA-DCA|MHC HLA-DQ alpha|MHC class II DQ alpha chain|MHC class II DQA1|MHC class II HLA-DQ-alpha-1|MHC class II antigen DQA1|MHC class II protein|truncated MHC class II antigen	6p21.32	6	NC_000006.12	32637406	32654846	plus	6	146880	
